rating,tSQD,Wallet,reward
112,778.789441,0xEd7977AF0CDeD0Ec02c9bd43121Da9333924Ed0C,13300
113,778.7799473,0x4B8012cc96765A3D9871B3C2674E8A5140da0007,13300
114,778.7779064,0x3357b72B6467f2A74EA6B23173DE8dA513d38b5D,13300
115,778.7755522,0x23282B9896bbd94E918DCD441B43fb6dCBE55847,13300
116,778.7715055,0x37852b6A0a7F4c3BA38b8A1F7cB5ab6274F2004f,13300
117,778.7627676,0x2cbC6f23DcA3117f4674a944D2e0726f2768D2c9,13300
118,778.7621142,0x8B23Cd746FF831DE7492251fbA5cD8F06adbd607,13300
119,778.7290501,0x01EbdF2c88bB2FF0D665B4C3a884aE2fF9D1d874,13300
120,778.7061261,0x48CE456501B32D82efeEEdcE7286709D660C74F7,13300
121,778.68875,0xFbff082e68FedafC5Ad2012f2BE7623fca8168C2,13300
122,778.6643727,0x2580857af12A685F44dDD73c74357CAeD54f679A,13300
123,778.6496196,0x507CF4289798a75217c1faDB33D17C64f0Cfb707,13300
124,778.6339075,0x4a2c36c9633df93076323401C51C9dD1a8aBdb52,13300
125,778.6208654,0x1C53795858a7ff1fBb6e416d58df5b45258C9bA8,13300
126,778.6151278,0x3e087C14311871E97E0a13fe38E6A367577cc80D,13300
127,778.6130685,0x612766Af7F0c7D2e89C2Fc8D7FEdf4261e48d9c7,13300
128,778.6106508,0xc3475400dc54e0BC6bfdc5FA269Fe9c8ECeb7E89,13300
129,778.6101929,0x0D045B369b6Fd0F1FB91c23BA66dEFc3a5104d4D,13300
130,778.6097468,0x0E3A4A312cFeE79469Ab08Ac3d7F302a3a2f1A80,13300
131,778.6049496,0x295640BDB8a0092Aa681fc0CE4578A96c6c8a403,13300
132,778.6024383,0x048d78754591932Ef307305754F1F07a7FA4B1bD,13300
133,778.5924175,0xE6EFd4b748Af7108386f97114Bf3a9D4977D08B5,13300
134,778.592224,0xF3886263056a9aA11Abd547e388688070732A42D,13300
135,778.591529,0x115cB14aFca2f78E1f4848c056f01f1e891a21e4,13300
136,778.529765,0x9cbB520333ADf96631343499b7450DA3B9d169ba,13300
137,778.5134667,0xbf50e2B5ECBf7569DaB8D458850A4389E19ABB8A,13300
138,778.4666568,0xB239eFa41Df25c126DB187357efF65417D4D8e38,13300
139,778.4565129,0x670eE0cf54D6043BCB47b12EB10456060704Cc08,13300
140,778.4559258,0x06d9fF341D362BA0ce566E442117D2D9bf2363e7,13300
141,778.4558637,0x1f179B8b8033F3Ec742F6b1EA8315eb7E8Ac7948,13300
142,778.4558634,0x6552E47a4f0735B38cF0B4A7f71A1200F1905C05,13300
143,778.4558598,0x865D5eD9EC02B798BC3A5bA232537e14498BA0eD,13300
144,778.4505244,0xBf92c6633847Ef47bBB681381d59aEe688a10236,13300
145,778.433888,0x02dc242bbC3eC13240f06978C1c866301BEb2Da1,13300
146,778.4254398,0x3540dCc86e381D908F2e089209F4a94F1f1053D6,13300
147,778.4249401,0x0c431f3c96c1C0FC0b5bf3e77615d5ef92329DF0,13300
148,778.4239847,0x4cdDDE57d7173d0b0ddD8Bbf71724c8733277539,13300
149,778.4229405,0x2633C999ed4A5D5a79f6111502a10Db66C2D3709,13300
150,778.4211282,0x49de8259F1b2F451619C35267DFdb501804AB311,13300
151,778.3864654,0xF923Fb2EdCBfDA1ABE28A5bE2375E74fB96A80c0,13300
152,778.3691219,0x0088117eFeFA44b765E389e2951B5d5A5BC62dD9,13300
153,778.3648447,0xbD36195C5DC7fc8854807e5a13DFb677fEf7758B,13300
154,778.3497378,0x1B0dcB3f15C5ABCC36355d9054F521EBC0842758,13300
155,778.3446687,0x79E34F8588d85df6BDBedDc61789e077026330Cc,13300
156,778.3260445,0x7EC331e53Da2AD677a7636B2DA07d8dBEa427AB7,13300
157,778.3256071,0x8c14974993B50d4D54fabe94D7FCA081D65bD209,13300
158,778.281335,0xF4828059340a598E8447d9cF150Ca4e49301E5f8,13300
159,778.2768141,0xfd9337AEd45A6b9C7Cc47FC70F432e97c73b30A6,13300
160,778.2761635,0x535F47Dedaa24245aD2f55658DbC5CE4f14C6bE6,13300
161,778.2540213,0xfbAe69268B2F1B1356D9C6AF54Be25c27A500D4c,13300
162,778.2363869,0xacEaC3fAEe8f38DE6f882821022C7d5E2B92c1b5,13300
163,778.2340878,0x5BA4bb193aA1Bf04e6B9ab6298B08D2bfe3C5Bcf,13300
164,778.1613262,0xA90f4Dc1144ebBd54d647eDE6eB52423f4F9C399,13300
165,778.1402396,0x6B013EC6b0d988D54B8C56c3C6aDd0c844Cb9E0d,13300
166,778.1391827,0x2f6772C693eBEa065bA66636A28370432F9162Cc,13300
167,778.1299124,0x7bcC2cf46494BCC1BE8829044C38f8222ab4C643,13300
168,778.1152772,0x02c97a7Cf58Fc7eE824C46F021799346361E212c,13300
169,778.0898669,0x11a66e592616F762f4Ca0142CDE713e389a66871,13300
170,778.0172355,0xF6039Ad5Db45F79C77A90dB741d9E49b7d6aFE1b,13300
171,778.0047789,0x12C8e8320f1068D7ED06f35a6502C882f659dfb4,13300
172,777.9705842,0x5AA896D194F2E5331c6EbfeCa7d52D1CfA60C995,13300
173,777.8087864,0x21E933CCefc74fbCec0E9E37264FF2D9f3087c36,13300
174,777.8060473,0xA8040Bd00Dda57d4D565F2BDFA43C8CA34DEc6AE,13300
175,777.7881551,0xe559d451e446E587F989E47dBba9c02c6E61480b,13300
176,777.5747916,0xFeDdE72BA1633d8d69d32C9Ea6Ff561Ea3451Af8,13300
177,777.5487764,0x964124F9371D11F95c4873266f4560919D8BcE46,13300
178,777.5271049,0x0aE259Ed06D4096f7D075E1e44b8e74B715f7D3A,13300
179,777.4702662,0x9A6aD0feD505141B0Aa155757C5cB980867CB872,13300
180,777.4690925,0xD0926c6B03dB083131284C7AdD574321585AF779,13300
181,777.466237,0x8c0c13BdE596eA41A62a54837Ea5c5E33D712eab,13300
182,777.4165669,0x60cd29c166c7A8f3258676139EFe1BD19a988C67,13300
183,777.4137722,0xbA8df41FFc4307F123eF6dE722b68e1079152cf6,13300
184,777.4123258,0x0641D6bC3CE33abEB5E62F6fCb86D43851d28921,13300
185,777.3935861,0x9bB8748f3Fa866a42CD74bD2f02C726B5805f015,13300
186,777.3742702,0x8B2577b6EAD5Daa12D038A94D41545DcF8a23589,13300
187,777.3485851,0x64b4c6c4D1298Ea2d199aEEf6D4F1c96333100A7,13300
188,777.2882863,0x743ffd79B481c68a189AF9E5fc9B3F25f8560216,13300
189,777.0747406,0x47172B8A08881A4363Ff9536A986cb8D01A7318e,13300
190,777.0469702,0xC9950B345a5a3178C245F0439Eac0CFCc93a60ac,13300
191,776.9881083,0x8BD18d005A2bC19aA6d3F0a1F55cA190C1a45Fa6,13300
192,776.9602305,0x09BfD5C0d369426889b7fB6b0459042dF086c517,13300
193,776.844275,0xad6154688c9A1A2766D5Fea434fB4cc4B713DA3B,13300
194,776.7730927,0xE37B87Feb73f299855f7FB780b4E6c06a1D6ebD9,13300
195,776.7118833,0x35F0A8088F6Fb23f9B0a93B5cA1BF59aEBFe6E5F,13300
196,776.6474677,0x351cd21b1f9B33DdDEafBCf7E8813ced18f8837d,13300
197,776.6268292,0x946c1BF1Ab4Ac5a0Ff7D135a861191B4959a571D,13300
198,776.6064871,0xBBd23fe855F3B93547a6E80F372E8feD7f6e13b3,13300
199,776.5644561,0x277aB0AdA2ec891e048a4636397CAaddDD7e4632,13300
200,776.5634519,0x08B1238D078D7B1d085D00124D36987Ab445ebE4,13300
201,776.5630079,0x7a507865d52cE740cdca98cDd18f987355415F92,6650
202,776.5629979,0x2e48637dfbaE3F5fFb6150c91a64774C14D107a3,6650
203,776.5369181,0x53ddc54A28F0Fa6b11245B8C2d6AfC3C5057278e,6650
204,776.4885574,0x2D23A5128b6E200C0607f914A0151621b3685934,6650
205,776.4322194,0xD48dD9BE2Fd21A415BD80AAA1864d4b809b70799,6650
206,776.4175305,0x27E3eD4eAd5d81F62bb00Dd1A7467096f4e5F443,6650
207,776.2037885,0x548Be6667E92E742Dbd852662349ae74Bb39A215,6650
208,776.1458779,0xA03eb8Aac7E4cbDce6249d17Df246E1cbB8276bA,6650
209,775.8741479,0x9f8a742dc470653E186Ecd00a303ed29a8B9cF7a,6650
210,775.8428005,0xbaC9BBca271E61A55ee078372803Ef36b853eA44,6650
211,775.7690935,0x6d5903628037847b442aef68b4e736c6f39CEDAd,6650
212,775.7344336,0x383a0530a7b453a7173234A843e6A27Dc4780881,6650
213,775.6877374,0x7f13C16b286aF7C2734e1EbA9Eb74D9a04C0754f,6650
214,775.5788399,0x11524788FCa8608D921105f39084109437c3Ee31,6650
215,775.5032769,0x0718075E5eCD9827c7698DC309E1070c88e5a37a,6650
216,775.4937264,0xBf09bC649c8e8d8FD457FcBf15d17aE654cabE9c,6650
217,775.4701127,0xcFdE7BA3921DDEAe6f4cEBc277954311533977c0,6650
218,775.3935249,0x6bEC2ce5C655E7220CE200d84bf48a12F0D94e38,6650
219,775.2841284,0xC87eC6959855718a4c20616d4468445DF21c2064,6650
220,774.9594317,0xd9C63d8D148e9c059265753dB8529F9372540F29,6650
221,774.6837048,0x1765975076b1FC576fcF8321C93EC78b28321D39,6650
222,774.6775728,0xF071bf56C4E72933d4652702464e0083B2b4b75b,6650
223,774.5211833,0x5a56BD4f262dD5F011a3550B1B6C8A08baACEA23,6650
224,774.4788008,0xD879DDb9A4d050C4BC499E137b63e059284c6F8A,6650
225,774.4138737,0xED4530eD4156D54cB7f88aCa57CfDCca540A8254,6650
226,774.3983056,0xE6152d222717087fd211d090619764C62F663deB,6650
227,774.2906997,0xcAdd2F0c6DE9206162e5F045103C53D89cEaE0ce,6650
228,774.2243997,0x71c99B90c21923Fc622213D4108751C1Ac147BC9,6650
229,774.2082355,0x02A1B3c6004925434E87340c7C0Ed43ED44Aae9B,6650
230,774.1984664,0xade0a17C6Da63036e3c35D4Cbc1F8d1a1cb1d06F,6650
231,774.1520619,0x525868063dfB084A3542e2DFeb60D81e21d79c31,6650
232,774.1497477,0xC32A0c5C577C7E8f279464404699B4056B5E4242,6650
233,774.1143588,0x188fBc78B25b5Ccfe5cf56259Ae672C6583ab6a5,6650
234,774.1053256,0x88209Adf1a5b18Ba4C1ac7940D281BDe7fA4901D,6650
235,774.0951356,0x6e2Ff550392078AD5BCa01984166d9e147cA02B2,6650
236,774.0818611,0x7644DA81211A37502176a68AAAcB62AC657fa784,6650
237,774.0771362,0xfd5e93aEa0F4C3361B8C500c7b39a6eb8Aa84e91,6650
238,774.0006104,0x558E8F8d3b2BF8a574b2AF90018fBde1c402F8E8,6650
239,773.9878996,0x9dEa675c81113447ec13DA8765FC882467b0833d,6650
240,773.9872769,0xc650032168C18368a0E451DBCfdf129F4e0242e4,6650
241,773.9623924,0x14671de4A2A56BABa9FF3804A3b0878E4E672587,6650
242,773.9552199,0xB330867068b0a3f2585f388e8954a4BAfa6F93cd,6650
243,773.9166881,0xb97344A8b96A8b33ff15c3356bfc476D7635afE4,6650
244,773.8790879,0x4ee9c183ec3FcB488030e75167D4f45197dC09Ca,6650
245,773.8332032,0xa62437d715dc08A0562095903B097788B6B666ec,6650
246,773.8302956,0x40cCeDF83696eE5e8003Fe653d4d67aeD1Dc2aea,6650
247,773.775035,0x85ea50Ca9BE7a8415AEA1a51fE7B7f00A86e1b13,6650
248,773.758905,0x9533FDCe9A91C93Cb16076B1Abc65b4A47BBa397,6650
249,773.7554639,0x3dDdb36B4e00C579cAB577371CD9586cce2DA31f,6650
250,773.6979642,0x6Ce67fF0Bba4878A6c7C6c65d7157369D1988d97,6650
251,773.689546,0x62F65C063a288f58aAa1f1782baE23F9452cFD21,6650
252,773.6776005,0x9bD9B80b6A6613F297C85560Cb524aB89EcE10B2,6650
253,773.6735421,0xaAA63642D585A40Bcf0A88881dcDE8d5D7a7511A,6650
254,773.671251,0xdEC026B99F5FDFbaF8e1DA93C13C61887825A6E9,6650
255,773.6087135,0x0Cac11a7D29aB8C87D8fedB9Cc736146f4fe8E84,6650
256,773.577417,0x14405095d10279647C8b5Fd3AFceedf0c98483d4,6650
257,773.5772258,0xaAc6E86a2B56c590e95A3480A4A94923DE82D110,6650
258,773.5713666,0x9B1B917DB6fA2423c5b90A450bFC08Bbe9565912,6650
259,773.5595346,0xe7A9d4DedCCCCe1b4aD558c635C6D50663e97335,6650
260,773.5417372,0xc702c9275D460C48Da1033dc796FbF0257a01cFD,6650
261,773.536661,0xA0ce574276dCF86dDAd8fd0f4d8C4879a983FF1A,6650
262,773.5306598,0x9db012F01CC967Fe3ECa4541A9C23b6224621F5B,6650
263,773.5205416,0x84148De0b87df6511cb9a6e5C305F751C95D82e8,6650
264,773.5045829,0x62f10Ed38d882333bE952Bd2D5b9E50c6e6AC850,6650
265,773.4923339,0x159d3a03Dc8aaBaf6a083C1996a7B2E8f0aEeeD0,6650
266,773.4643115,0x570fE75D0CF447997525Dd32B6afD6a211B2536E,6650
267,773.4620732,0xd3575c82Ab0de483f24070B340e86d7216383fD2,6650
268,773.4619136,0x1F102e888a437Be8B37485EeC3aa6F9EDE379D8F,6650
269,773.4481906,0x8864BFAf4b040EbE0052EC756568FA5c09a59d32,6650
270,773.4316197,0x39Bda5095ED65F1Ad5B9d6ecE617cA0eC09f6c33,6650
271,773.4176968,0xb34CC5AA3e909C39354124cB07CeAbed25580381,6650
272,773.4153852,0xD73d38C9850A0006D5BD28A01Da915feA7673c25,6650
273,773.4150284,0xB70Edce470AE9B5c5407eD9e080A7a3bbAC3DfE0,6650
274,773.4068677,0x211A9ba0B74104bccDC0d64D8c482e93b52515ab,6650
275,773.4051596,0xfeD06fC7EaE07f660DD4cF44B98C95AC0Ce9E680,6650
276,773.3835209,0xe6117720d4d4EEC1a77a0b462626372997752c3e,6650
277,773.3807491,0x9b332C5e69e5cEA7b8CecC37c03827aBb8E2611d,6650
278,773.3787578,0x07EE4dC08567E532A4a3aE278DFf03EA98dCF0B8,6650
279,773.3449636,0x4D26DbFCDd9C9d123884fBD956AB2401a2e6fcB9,6650
280,773.3408679,0x4e2ae1b880ddF2F375e73c9fD0B2026A6EfcC0Ff,6650
281,773.3240872,0xf81A663717A63C3646e0B339AB4f9CCCD45E4fe7,6650
282,773.3047555,0x5B1b30726052Fb86339390Dd3708C78d6F04c3c0,6650
283,773.2894925,0x43751d663692bB865cc754926fdd298fCAFb4146,6650
284,773.2893924,0x84366fcba2E089B4Fb159062be7cFed152b3f8a3,6650
285,773.2790671,0x28891BB8D96e06Eb7106f443DC4003b13fD54ABb,6650
286,773.2582876,0xe7A9aaC72aFE323490aED673B9485373a1f12263,6650
287,773.2398452,0xa1253fE2e6732659193dE80224cEF06837C30ECD,6650
288,773.2378642,0xA10A1f30D618282A7981c7200E6029e14c5D67d2,6650
289,773.2111465,0x00A3CC13E0d80c57B3273D5a3c9B3cDd2Cc92116,6650
290,773.1957134,0x2cc0554c2FB73D498e646B32F6a239c2Cf9678Ff,6650
291,773.1794806,0xa2005c6C851ab0D51EA303A7B5Ba884657172B00,6650
292,773.1661926,0x7C285d6D02aD184B15E2a3ccAa1a4085CD9639c4,6650
293,773.1586419,0x0675C012035bEB07Bc4c11A09310aBfCff9A9874,6650
294,773.1567847,0x043cF91b4eC1c8Ab0DF17F8F61355c2181c91AeD,6650
295,773.146698,0x14e4fe60A47aac78B7c6600fa07655391E866691,6650
296,773.1447006,0x301a0C1F7C04D03C082fD6b2ADC17d9F8DcC1014,6650
297,773.1296225,0x8C90347B686e9A2Afa8A8Ede95c980Ee04D7E7C4,6650
298,773.1142295,0xa11d674313418D01E88487e7465AA964813D50fc,6650
299,773.111539,0xDe550d7AD38C70301be22440Ce1CF64EC0C45d94,6650
300,773.109703,0xDaB87b5FD202ff3a2339bD5c6E27B9d0701E84B1,6650
301,773.1066535,0xf5899F892F1ACE71971F225f19BA49bbf4C0EC1f,6650
302,773.0994105,0x1619B05C52BFfCE584733Ed3A95D0d901C67209c,6650
303,773.0957716,0xc9aa162b88D09A491b23c38B23Faaaf3DaC96585,6650
304,773.0900073,0x2dde034a0012e0d38F3b58D7c4f266fD386428B9,6650
305,773.0884373,0x4DBef3BfcA8d83E57c09371A77a8aDd25678A5bb,6650
306,773.0884373,0x5555556280C9E15507D7475193Ff2dEeC88297C4,6650
307,773.0882876,0xF066F58239fd907713a7235B30D124bD2F968918,6650
308,773.075338,0xddc049949908903a533d2906754CCe1FfF964786,6650
309,773.0737008,0x99F83eC57Fe1e09da9a20Efc00156b71826E11C6,6650
310,773.0716826,0xEcA607A51bdB79274e4eF021e82A38f620a7DaB6,6650
311,773.0709318,0x709009879F4A9AA17C4aCa74C7028f1710009Dff,6650
312,773.070875,0xe2B413f0d363b7E96eeb220ea70730259c7c7e5e,6650
313,773.0692191,0xeE73d3dEaAa976464D10Ab88e5A67C42B86999eC,6650
314,773.0678073,0x5F9649B06713FD4a7C764Ca079318E89ADA9aFc3,6650
315,773.0630455,0x477D7560b9150309E3149667667512beecEc2abC,6650
316,773.061225,0xB3Ae0ffB53f6ecf0e81eD25a825Ab16A1dB29775,6650
317,773.0579655,0x4D4Ba5ec8a5786652Ca06Fd26c3430f93B92919A,6650
318,773.0566391,0xf8E18b8AF8C0cCE0a07b4E89A0043eed3c98744f,6650
319,773.0534118,0xAb09E857319731A641dF6A6Aa8BB83d8cB01CBfe,6650
320,773.0519142,0xEd07664C1943Ba7A1141543297F8dC26A476768c,6650
321,773.0496788,0x55333B9eA6f78E2f1407434A7fBF06f2914521b6,6650
322,773.0485466,0x54D4faEE2F52695E172C89B8f825134CDD712356,6650
323,773.0479358,0x485c3C4221b498ACd7ECe97CA935be0B61774738,6650
324,773.0478206,0x3d6C37DCF518F7633a5C216980A2c5648f3f0F26,6650
325,773.0471738,0x495C29c35754CCCD700137d3423F6C4D961b87fC,6650
326,773.0459643,0x122cCfD4e766654E38E53b9Bc8a8a22A779C5Cb9,6650
327,773.0453941,0xE693A2E2C559369BEb5eE77F27e2B12Ad10309a4,6650
328,773.0424418,0x8A80916DE02d960A4835E780b269Ff356ADe0633,6650
329,773.0395635,0x04e953e7EF6c9f455A63e5CBF178727fd74F8085,6650
330,773.0382601,0x30e25eaA01f60ACF52470ccfc57cAD3e245b43c9,6650
331,773.0362982,0x1499A4d9D43704ACd7B86ED7F0B38fac7821030B,6650
332,773.0345511,0x80cA374D856B773D5D7f43BEb6c670d8D60fd38F,6650
333,773.0331121,0x3c507757000aD29bC44C8be9403afc6D68c6F573,6650
